credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec
1,credit_card,0.1158,226.97,11.77528973,19.37,757,8670.0,32255,31.6,0,0,0
0,credit_card,0.1513,85.09,10.08580911,28.15,697,1499.958333,4708,72.4,2,0,0
1,small_business,0.1758,122.21,10.96812932,7.35,697,1679.9583329999998,4596,51.6,0,0,0
1,credit_card,0.1272,588.13,11.93031914,15.72,692,4800.041667,37008,56.2,0,1,0
0,small_business,0.1095,392.57,13.01700286,8.49,737,5130.0,224090,40.1,3,0,0
1,debt_consolidation,0.1322,507.01,10.46310334,17.93,697,4320.0,12361,57.2,0,0,0
1,all_other,0.08,175.49,11.08214255,17.13,757,6150.0,4728,18.8,1,0,0
1,all_other,0.1148,131.88,10.59663473,0.0,802,4740.0,0,0.0,1,0,0
1,debt_consolidation,0.1221,106.61,9.903487553,5.04,722,5280.041667,3246,22.2,1,0,1
1,home_improvement,0.1411,102.69,11.22524339,21.01,672,6120.041667,10025,57.8,1,1,0
1,credit_card,0.0832,236.14,11.15625052,2.81,757,4199.958333,7905,30.2,0,0,0
1,debt_consolidation,0.1357,84.93,10.55841352,13.5,677,3720.0,2542,29.9,2,0,0
1,small_business,0.1392,68.28,10.82480563,1.58,757,1590.0,2138,14.4,0,0,0
1,small_business,0.1913,550.81,11.73606902,9.96,687,4561.041667,12730,95.0,1,0,0
0,all_other,0.1172,35.57,8.922658300000002,19.2,672,1200.041667,5168,84.1,4,0,0
1,credit_card,0.1025,404.81,10.50506754,18.38,732,3394.0,12849,45.6,0,0,0
1,debt_consolidation,0.1148,296.72,10.4341158,24.49,722,4050.0,8016,49.8,0,0,0
1,credit_card,0.0932,223.63,10.79957558,19.64,737,4110.0,21140,79.8,3,0,0
1,credit_card,0.1292,164.08,11.31447453,9.06,662,6629.958333,20644,90.5,1,1,0
1,all_other,0.1273,201.4,11.00209984,12.8,682,3030.041667,7088,63.3,0,0,1
1,debt_consolidation,0.0894,285.95,11.69524702,12.44,742,6375.958333,43488,68.3,3,0,0
1,all_other,0.1025,242.89,11.30220443,7.36,797,12184.04167,1386,9.0,1,0,0
1,debt_consolidation,0.16,140.63,11.112447900000001,14.61,677,4919.958333,1478,73.9,1,0,0
1,all_other,0.1148,494.53,12.15477935,6.35,767,7229.958333,544,2.7,2,1,0
1,debt_consolidation,0.1148,328.87,10.09195684,15.6,727,8431.041667,21052,85.2,0,0,0
0,credit_card,0.1355,271.68,10.858999,27.05,717,2700.041667,11023,59.9,2,0,0
1,debt_consolidation,0.1183,596.41,11.66137995,8.22,747,7440.0,71965,76.6,4,0,0
1,all_other,0.1114,196.84,11.08214255,22.41,697,7350.041667,2611,7.8,0,6,0
1,credit_card,0.1284,117.67,10.43998092,8.42,687,2399.958333,5174,89.2,1,0,0
1,credit_card,0.1218,666.0,11.30958454,9.79,727,6000.041667,30611,81.0,2,0,0
1,debt_consolidation,0.1531,696.31,11.46163217,9.28,697,2610.041667,11219,32.4,0,1,0
1,all_other,0.0976,482.32,11.08214255,11.35,737,3990.0,3834,33.3,2,0,0
1,credit_card,0.1218,719.28,12.36307639,12.88,732,7530.041667,58974,71.7,0,0,0
0,debt_consolidation,0.1739,716.95,11.56171563,21.58,667,4890.041667,24599,64.1,4,0,0
1,credit_card,0.0863,189.77,10.57131693,11.2,722,2670.041667,11217,52.9,3,0,0
1,credit_card,0.1095,441.64,10.66895539,9.18,742,3690.0,28075,57.8,1,0,0
1,all_other,0.1221,183.24,10.4341158,18.0,697,1710.0,5931,31.2,0,0,0
1,debt_consolidation,0.1531,334.23,10.83958091,5.81,662,1920.0416670000002,3125,32.6,0,2,0
1,debt_consolidation,0.08,156.69,10.37098805,10.71,762,2309.041667,1698,7.9,0,0,0
0,all_other,0.1028,113.39,12.10071213,10.0,687,3990.0,0,21.7,4,0,0
1,small_business,0.1884,914.42,11.51292546,6.76,712,8190.958333,38898,80.5,3,1,0
0,all_other,0.1412,119.83,10.71441777,10.19,657,3210.0,9771,86.4,4,0,0
1,credit_card,0.0774,237.27,10.69666105,5.67,772,5609.958333,6616,24.4,1,0,0
1,debt_consolidation,0.1099,491.03,10.59232546,15.97,722,4440.0,15142,62.6,0,0,0
1,all_other,0.1099,180.05,11.00209984,17.42,697,5700.041667,723,16.4,0,3,0
1,credit_card,0.1347,101.77,10.77895629,7.08,682,1320.0,2660,66.5,0,0,0
1,small_business,0.1843,545.55,10.46310334,8.78,677,8279.958333,479,20.0,1,3,0
1,debt_consolidation,0.1292,175.01,11.32659589,14.24,707,8670.0,56002,73.8,0,0,0
1,debt_consolidation,0.1253,284.47,10.1266311,18.72,687,1979.9583329999998,13604,52.5,0,0,0
1,debt_consolidation,0.1663,141.0,11.47210347,18.46,682,11490.0,39502,87.6,0,0,0
1,credit_card,0.1218,832.5,11.251560699999999,22.44,742,5411.0,44790,35.2,1,0,0
0,debt_consolidation,0.1357,489.15,11.00209984,18.18,692,8670.958333,8927,51.9,4,0,1
1,debt_consolidation,0.1126,607.98,11.21446552,8.73,742,3570.0,19892,17.3,0,0,0
1,all_other,0.1221,399.78,10.49127422,20.33,677,3090.0,24029,70.3,1,0,0
1,all_other,0.1565,279.89,10.73639668,7.43,692,2190.0,4504,60.9,0,0,0
1,debt_consolidation,0.0788,228.35,10.73639581,10.74,727,2790.041667,8075,52.8,0,0,0
1,debt_consolidation,0.1411,308.06,10.858999,24.92,687,3240.0,28336,86.9,0,0,0
0,all_other,0.1531,121.86,11.55218464,19.19,662,5940.0,15357,76.0,5,1,0
1,debt_consolidation,0.1095,490.71,11.35040654,5.73,777,9240.958333,1842,2.3,0,0,0
0,credit_card,0.1475,84.64,11.184421400000002,5.48,662,1080.0,2199,56.4,2,0,0
1,all_other,0.1287,571.77,10.63103616,18.03,717,3120.041667,3629,82.5,0,0,0
0,debt_consolidation,0.1663,212.82,11.37939407,9.17,662,4529.958333,6155,35.1,4,0,0
1,debt_consolidation,0.0859,410.94,10.75363848,2.87,782,6630.0,6049,19.1,0,0,0
1,credit_card,0.1379,511.14,10.96819829,11.07,707,3120.0,15166,94.8,2,0,0
1,home_improvement,0.1148,197.82,11.00209984,9.34,712,3420.041667,4162,27.6,1,0,0
1,small_business,0.08,203.69,10.81977828,3.24,822,7260.0,35624,2.5,0,0,0
1,all_other,0.1114,98.42,10.621424900000001,4.54,702,3840.041667,4693,75.2,0,0,0
0,all_other,0.1695,213.77,10.46310334,4.8,692,840.0,6030,27.9,5,0,0
1,debt_consolidation,0.1158,759.31,11.19547123,6.38,752,5309.958333,25051,30.1,0,0,0
1,debt_consolidation,0.1474,331.56,10.91516119,20.88,682,2880.0,19226,93.1,2,0,0
1,debt_consolidation,0.0894,413.03,11.40756495,8.77,747,4589.958333,13298,54.3,2,0,0
1,debt_consolidation,0.1357,203.82,10.54534144,4.83,697,2069.958333,1629,90.5,0,0,0
1,credit_card,0.0768,155.95,10.81977828,8.47,782,4950.041667,14020,38.5,0,0,0
0,all_other,0.0894,111.21,12.69207904,9.73,727,5250.041667,113962,74.3,4,0,0
1,home_improvement,0.0932,127.79,11.184421400000002,20.5,737,4530.041667,9337,16.8,2,0,0
1,all_other,0.1095,261.71,10.59663473,7.68,732,2460.0,13161,25.2,0,0,0
0,debt_consolidation,0.1722,303.98,10.23995979,22.93,642,1800.0,7985,89.5,4,0,0
1,all_other,0.1222,79.97,10.63585545,22.36,677,5580.0,12785,77.2,2,0,0
0,debt_consolidation,0.1166,181.79,9.903687533,9.9,677,1471.0,5111,104.3,4,0,0
1,all_other,0.1134,329.0,10.81977828,12.05,692,1620.0,13744,62.2,0,0,0
1,all_other,0.1183,331.34,10.7623822,9.66,792,9990.041667,444,0.9,3,0,0
1,credit_card,0.1322,676.02,11.57119437,9.32,707,5010.041667,16821,80.5,1,0,0
1,debt_consolidation,0.1062,455.84,10.69307155,22.39,722,5760.041667,17256,76.0,0,1,0
1,debt_consolidation,0.1136,822.78,11.73606902,12.74,732,6690.041667,26510,65.8,0,0,0
0,small_business,0.1979,787.46,11.28978191,19.2,692,5639.958333,40407,63.5,6,0,0
1,all_other,0.0963,96.29,10.858999,6.83,722,5040.0,2936,43.2,1,1,0
1,home_improvement,0.0894,95.32,10.89673933,7.44,717,4380.0,9166,27.0,1,1,0
1,all_other,0.0932,332.25,11.35040654,5.41,757,5549.958333,21244,24.7,0,2,0
1,credit_card,0.1008,232.6,10.54534144,18.09,722,2369.958333,12391,66.6,1,0,0
1,debt_consolidation,0.1379,408.91,11.5806215,4.58,687,5490.0,12636,30.2,1,1,0
1,credit_card,0.1114,328.04,11.49679608,12.45,732,4890.041667,33186,57.8,3,0,0
1,debt_consolidation,0.1253,811.56,11.849397699999999,20.28,722,5400.0,60713,62.5,1,0,0
1,all_other,0.1411,410.75,11.28978191,7.21,672,3030.041667,7887,37.2,0,0,0
1,debt_consolidation,0.1411,410.75,11.40756495,13.73,682,5010.041667,9101,42.9,3,0,0
1,debt_consolidation,0.1357,203.82,10.03801845,20.19,702,1920.0416670000002,4961,88.6,1,0,0
1,all_other,0.1758,718.84,11.5229154,16.93,667,3659.958333,18606,67.5,0,1,0
1,all_other,0.1158,165.07,10.30895266,19.96,712,1830.0,1833,41.7,0,0,0
1,small_business,0.1461,634.35,11.70354582,13.09,752,7229.958333,14375,17.5,0,0,0
1,debt_consolidation,0.1347,360.43,10.4341158,22.09,677,6713.041667,13846,71.0,2,0,1
1,debt_consolidation,0.1001,193.64,11.00209984,11.22,707,6630.0,27591,54.9,0,0,1
1,major_purchase,0.0768,93.58,10.66886237,3.77,807,4711.0,133,0.3,0,0,0
1,educational,0.0894,158.86,10.645424900000002,7.71,727,5280.041667,6453,35.1,0,0,0
1,debt_consolidation,0.1183,795.22,11.91839057,0.7,812,11700.0,346,0.7,0,0,0
1,debt_consolidation,0.1221,366.47,11.19766662,14.97,732,6360.041667,11961,17.1,2,0,0
1,debt_consolidation,0.1284,487.46,10.54534144,18.66,697,4921.958333,13168,76.6,1,0,0
1,credit_card,0.1114,213.23,11.13458902,3.43,717,7779.0,9846,59.7,1,0,0
1,credit_card,0.1287,201.8,10.27518903,10.51,707,4289.958333,1980,46.0,0,1,0
1,all_other,0.1114,360.84,11.53632944,1.54,757,4259.958333,14617,32.0,0,0,0
1,debt_consolidation,0.1148,659.37,11.56171563,7.23,767,5400.0,3700,51.4,2,0,0
1,debt_consolidation,0.1357,390.64,10.49127422,12.1,682,3540.041667,13782,22.7,0,0,0
0,debt_consolidation,0.1375,286.08,10.4341158,14.29,652,990.0,4206,75.1,1,0,0
1,all_other,0.0932,268.36,12.154758300000001,1.05,777,3930.0,2009,9.1,0,0,0
1,debt_consolidation,0.1253,167.34,10.5865844,2.97,692,2729.958333,3869,26.1,0,0,0
1,major_purchase,0.0788,218.97,10.91508846,21.84,722,5520.0,23302,67.6,2,0,0
1,educational,0.1253,234.27,10.62132735,2.46,747,4978.041667,5327,47.4,7,0,0
1,debt_consolidation,0.0894,317.72,11.03488966,13.28,747,5550.0,7107,20.0,2,0,0
1,debt_consolidation,0.1148,395.63,11.40756495,3.47,732,6330.0,20739,44.7,0,0,0
1,home_improvement,0.1324,202.86,10.55581274,23.09,687,5010.0,9912,65.6,1,0,0
1,home_improvement,0.1134,87.19,11.40756495,17.25,682,3989.0,69909,51.1,1,0,0
1,all_other,0.0774,62.44,10.23995979,20.23,747,3990.0,5121,17.7,4,0,0
0,debt_consolidation,0.1347,576.69,10.96280446,22.32,717,3359.958333,4583,73.9,5,0,0
1,all_other,0.1095,654.28,11.47820979,13.62,792,7439.958333,37466,30.9,1,0,0
1,all_other,0.0737,93.14,10.59653473,6.39,782,3570.0,409,2.0,0,0,0
1,debt_consolidation,0.1253,66.94,11.00209984,4.12,687,3600.0,3021,18.1,1,0,0
1,small_business,0.1913,557.24,10.91508846,2.38,717,4740.0,491,98.2,0,0,0
1,home_improvement,0.1253,167.34,10.87804719,14.08,707,3809.958333,12053,87.3,3,0,0
1,debt_consolidation,0.1635,671.26,11.63444374,21.5,667,10499.95833,83317,72.2,0,0,0
1,home_improvement,0.1253,669.33,11.00209984,2.6,747,3570.0,6621,76.1,2,0,0
1,all_other,0.1809,289.57,10.70907016,13.81,677,4949.958333,8704,16.1,2,2,0
0,debt_consolidation,0.138,160.18,10.46310334,11.28,667,3512.958333,832,27.7,4,1,0
1,all_other,0.0894,184.28,9.92329018,8.0,747,2971.0,995,4.2,1,0,0
0,major_purchase,0.1008,113.07,10.385913699999998,0.56,702,1049.0,1085,28.6,0,0,0
1,debt_consolidation,0.1357,461.98,10.42633028,15.26,687,3690.0,14707,66.2,0,0,0
1,credit_card,0.1126,377.93,11.00209984,24.22,732,4933.958333,21354,30.5,1,0,0
1,credit_card,0.1322,338.01,11.95761129,14.57,687,6750.041667,4027,17.4,1,2,0
1,debt_consolidation,0.1531,844.28,11.75587164,9.71,682,7140.041667,31525,75.8,0,0,0
1,all_other,0.1357,326.1,11.00209984,13.2,677,4050.0,9164,47.0,1,0,0
1,credit_card,0.1324,307.67,10.8036489,7.37,672,7020.0,14421,83.8,0,2,0
1,all_other,0.1253,133.87,10.90716699,14.12,707,2497.0,1809,11.4,0,0,0
0,all_other,0.0983,160.94,10.71441777,0.67,702,2977.0,339,11.7,6,0,0
1,all_other,0.1348,169.63,11.09741002,2.71,682,4080.0,3803,37.7,0,0,0
1,major_purchase,0.0774,124.88,11.14706561,10.83,762,3209.958333,2976,38.6,0,0,0
1,major_purchase,0.0894,308.19,11.17043516,8.15,762,3420.0,6953,30.9,4,0,0
0,debt_consolidation,0.1545,334.91,11.35040654,21.91,657,3839.041667,10665,94.4,3,0,0
1,debt_consolidation,0.1197,278.88,10.84778248,20.96,697,4619.041667,14129,84.1,0,0,0
1,all_other,0.1071,16.31,8.9751293,3.04,682,6929.0,44,3.7,2,1,0
0,small_business,0.1122,328.43,10.645424900000002,0.94,697,390.0,179,17.9,3,0,0
1,debt_consolidation,0.1148,824.22,11.28978191,9.9,777,6120.0,30928,63.0,2,0,0
1,all_other,0.1316,135.09,10.71441777,20.64,692,1440.0,13708,76.6,1,0,0
1,all_other,0.1158,825.34,11.51292546,21.05,762,6990.0,5380,12.4,2,0,0
1,debt_consolidation,0.0894,428.13,11.24504602,18.7,747,5639.958333,33660,45.0,0,0,0
1,debt_consolidation,0.1726,150.3,10.66895539,12.31,662,2669.958333,9753,95.9,1,0,0
1,small_business,0.1347,678.46,11.98292909,5.02,762,7080.0,5253,5.9,6,0,0
1,debt_consolidation,0.1379,681.51,11.54248427,19.76,692,6960.0,22512,65.2,0,0,0
1,debt_consolidation,0.1442,144.41,9.680344001,11.1,677,1140.0,3830,64.9,0,0,0
1,all_other,0.1635,529.94,12.25486281,19.33,672,6029.958333,26388,94.2,1,0,1
1,debt_consolidation,0.1114,623.27,10.90753272,19.83,777,5730.958333,33809,22.1,1,0,0
1,all_other,0.1222,99.96,11.01856357,21.35,682,3899.958333,12074,51.0,0,0,0
1,credit_card,0.0963,385.14,10.91567011,21.17,757,10739.95833,25133,38.8,1,0,0
1,debt_consolidation,0.1146,202.69,9.862665558,9.63,707,3420.041667,6949,81.8,1,0,0
1,major_purchase,0.1183,145.79,10.77895629,3.52,742,4200.0,3850,58.3,2,0,0
1,debt_consolidation,0.08,94.01,11.28978191,14.63,757,2040.0,2238,3.0,2,0,0
0,major_purchase,0.08,94.01,9.546812609,1.29,737,390.0,100,1.0,2,0,0
1,small_business,0.1158,594.25,11.49272276,5.08,752,3994.0,7921,14.2,0,0,0
1,debt_consolidation,0.092,318.93,11.25480219,5.93,727,4800.0,11496,26.6,0,0,0
1,small_business,0.1531,269.82,11.75978554,24.08,712,8279.958333,39121,74.9,3,0,0
1,debt_consolidation,0.1537,317.11,10.55581274,4.97,662,2639.958333,10971,67.7,0,0,0
1,debt_consolidation,0.1347,678.46,10.645424900000002,19.89,722,4169.958333,20563,97.0,0,0,0
1,debt_consolidation,0.1241,334.11,11.15625052,10.35,682,3180.0,7198,29.1,2,3,0
1,debt_consolidation,0.1392,348.2,10.91508846,19.75,687,4289.958333,7201,92.3,0,0,0
1,debt_consolidation,0.1158,396.17,10.56212093,14.47,712,2759.958333,10913,69.5,0,0,0
1,debt_consolidation,0.1096,110.43,10.71441777,13.6,722,4470.0,23280,92.0,3,0,0
0,debt_consolidation,0.16399999999999998,265.17,11.22021745,24.01,657,1589.958333,8772,52.5,4,0,0
0,home_improvement,0.1474,435.17,11.15625052,18.77,687,2130.0,2680,11.8,5,0,0
1,home_improvement,0.1284,168.09,10.40426284,17.67,702,2550.0,5051,51.5,2,0,0
1,all_other,0.0963,96.29,10.71441777,5.36,742,2279.958333,10222,75.3,2,0,0
1,debt_consolidation,0.1272,167.8,10.21097225,7.19,682,1860.0416670000002,5091,57.2,0,0,0
1,credit_card,0.1221,326.49,11.17043516,10.48,722,6390.0,9630,36.6,0,0,1
1,home_improvement,0.0788,469.21,11.91839057,4.05,772,4710.0,8213,15.1,0,0,0
0,all_other,0.1347,288.35,10.21464198,20.0,687,1740.0,8537,30.7,5,0,0
1,educational,0.1114,229.63,10.55841352,1.53,772,1500.041667,777,4.8,0,0,0
1,debt_consolidation,0.1218,199.8,10.37349118,24.0,692,5039.958333,9690,49.2,0,0,0
1,debt_consolidation,0.0894,444.81,11.69524702,15.8,762,4770.0,60767,80.4,0,0,0
1,home_improvement,0.1148,494.53,11.91839057,6.42,732,4830.0,10818,50.8,0,0,0
1,debt_consolidation,0.1379,579.29,10.81977828,16.0,707,3210.0,17613,76.6,2,0,0
1,all_other,0.1114,229.63,9.798127037,16.33,717,4050.0,7674,57.7,0,0,0
0,credit_card,0.1533,139.31,11.36210258,20.12,652,2849.0,37318,75.4,1,0,0
1,debt_consolidation,0.1218,166.5,11.184421400000002,24.73,692,5160.0,22457,81.7,0,0,0
1,debt_consolidation,0.08,137.88,10.40426284,10.76,747,3300.0,433,7.3,0,0,0
1,home_improvement,0.0832,47.23,10.858999,12.39,722,3800.0,26571,33.7,0,0,0
0,debt_consolidation,0.1734,179.12,10.46310334,26.78,652,4230.0,5101,92.7,5,1,1
1,all_other,0.0983,241.41,11.06663836,0.58,712,5430.0,603,30.1,0,1,0
0,credit_card,0.1422,244.28,11.56171563,0.7,687,7920.041667,505,9.0,6,1,0
1,debt_consolidation,0.1253,133.87,11.09930217,3.26,712,1740.0,3690,73.8,0,0,0
1,home_improvement,0.1148,659.37,12.429216199999999,6.89,762,5729.958333,18068,42.7,1,0,0
1,all_other,0.0894,317.72,11.271019500000001,0.61,782,3390.041667,951,3.9,1,0,0
1,debt_consolidation,0.1183,795.22,11.05601968,19.82,752,5040.958333,11046,65.4,0,0,0
0,debt_consolidation,0.157,262.57,10.87039535,21.38,652,4650.0,20032,72.1,1,0,0
1,credit_card,0.0768,155.96,11.6351431,1.07,787,3150.041667,4333,17.1,0,0,0
1,all_other,0.1322,101.41,9.487972109,5.82,727,2760.041667,1549,96.8,1,0,0
1,debt_consolidation,0.1253,267.74,10.71441777,11.57,697,5070.0,9929,32.4,1,2,0
1,major_purchase,0.1218,466.2,12.32385568,16.65,717,6389.958333,37629,87.1,1,0,0
0,debt_consolidation,0.1861,451.19,11.52386541,29.7,662,5760.041667,35447,96.9,8,0,0
1,small_business,0.16699999999999998,532.53,11.22524339,20.4,697,3749.041667,25417,83.1,0,0,0
1,credit_card,0.1114,278.83,11.28978191,9.81,727,3239.958333,18654,54.1,3,0,0
1,debt_consolidation,0.157,350.11,10.57928509,21.73,662,2550.0,12421,77.1,0,0,0
0,small_business,0.1442,240.68,11.51292546,3.18,732,4830.0,15222,44.5,6,0,0
1,credit_card,0.1059,235.96,10.95080655,7.22,712,5519.0,40598,77.3,1,0,0
1,debt_consolidation,0.0859,379.33,11.3736634,18.8,772,4627.041667,17757,23.5,0,0,0
0,all_other,0.16399999999999998,282.84,12.07254125,23.84,657,4740.0,65626,99.6,3,0,0
0,all_other,0.1531,121.86,11.15619338,17.52,682,1739.9583329999998,1357,23.0,7,0,0
1,debt_consolidation,0.1287,161.44,10.25765937,12.29,697,1950.0416670000002,3647,93.5,1,0,0
1,debt_consolidation,0.1209,399.09,11.12726298,4.29,697,1710.0,9273,19.7,1,0,0
1,all_other,0.07400000000000001,83.86,9.392661928999999,9.6,757,2250.041667,1158,18.7,2,0,0
1,credit_card,0.1496,242.52,11.184421400000002,12.59,662,2130.0,8018,29.8,1,0,0
0,debt_consolidation,0.1324,57.48,10.17381999,11.72,652,2520.0,6962,31.2,2,1,0
1,debt_consolidation,0.1355,373.56,10.77895629,22.75,677,2730.041667,10211,96.3,0,0,0
1,debt_consolidation,0.0774,241.95,10.77895629,11.75,787,3421.041667,3415,7.3,2,0,0
1,debt_consolidation,0.1347,407.08,10.81985828,13.7,692,2400.0,11442,52.0,0,0,0
1,educational,0.0963,48.15,10.08580911,9.8,757,1619.958333,0,0.0,0,0,0
1,small_business,0.0788,312.81,10.81977828,3.46,757,5160.0,4771,26.8,1,0,0
1,debt_consolidation,0.1148,560.47,10.86856845,21.53,742,3243.0,16285,41.3,0,0,0
1,debt_consolidation,0.1311,212.6,12.04355372,24.52,687,3479.041667,11011,88.1,2,0,0
1,debt_consolidation,0.1095,425.28,10.84099168,5.69,757,6810.0,13625,41.2,0,0,0
1,debt_consolidation,0.0963,70.61,9.183174703999999,18.62,717,5190.0,5209,46.9,0,0,1
1,debt_consolidation,0.1531,870.39,11.00209984,22.38,697,4289.958333,42430,81.8,0,0,0
1,debt_consolidation,0.1218,666.0,11.57332418,13.84,732,9373.958333,22233,76.7,1,0,0
1,all_other,0.1565,391.85,12.36734079,12.39,677,5459.958333,21854,37.6,2,0,0
1,all_other,0.0894,317.72,11.184421400000002,9.38,782,5943.041667,3187,13.1,0,0,0
1,debt_consolidation,0.1183,132.54,10.30895266,20.68,717,1679.9583329999998,3866,53.0,0,0,0
1,home_improvement,0.1051,390.09,11.91839057,2.92,827,8763.0,84236,4.6,0,0,0
1,all_other,0.0676,76.93,10.28192399,2.38,752,5610.041667,1988,13.3,2,0,0
1,debt_consolidation,0.1114,295.24,11.184421400000002,9.87,732,4020.0,23255,45.1,3,0,0
1,home_improvement,0.0945,640.2,11.69524702,4.19,787,5159.0,311,0.0,2,0,0
1,all_other,0.1322,40.57,11.21182037,9.75,672,4457.0,8396,55.2,0,1,0
1,debt_consolidation,0.1357,679.37,10.94022444,22.06,727,5981.041667,22969,23.8,0,0,0
0,home_improvement,0.1804,202.57,10.71441777,25.84,647,1799.0,10147,89.8,0,0,0
1,debt_consolidation,0.1209,399.09,11.22524339,11.25,747,7290.0,13816,23.7,6,0,0
0,debt_consolidation,0.1482,345.78,11.55214618,25.47,692,8789.0,22470,45.9,0,0,0
1,all_other,0.1114,147.62,9.392661928999999,17.0,772,14640.0,5326,40.0,1,0,0
1,debt_consolidation,0.1474,448.98,10.46310334,16.39,677,2790.0,21124,87.3,3,0,0
1,small_business,0.1221,359.81,10.30895266,0.4,762,1800.0,256,0.4,2,0,0
1,major_purchase,0.0768,112.29,10.71441777,2.0,762,2940.0,3309,14.3,2,0,0
1,debt_consolidation,0.1357,84.93,10.49127422,19.9,672,2550.0,2610,27.8,1,0,0
1,home_improvement,0.0963,481.42,11.69524702,2.93,802,4442.0,7265,11.7,0,0,0
1,debt_consolidation,0.0894,222.41,11.112447900000001,3.89,752,3300.0,5767,46.1,0,0,0
1,all_other,0.0768,93.58,10.91508846,0.65,792,3479.958333,332,0.5,0,0,0
0,debt_consolidation,0.1722,357.63,12.07254125,26.13,657,4949.041667,69407,78.6,2,0,0
1,debt_consolidation,0.1126,328.64,11.03488966,4.49,722,1710.0416670000002,9021,27.7,0,0,0
1,debt_consolidation,0.1385,443.35,10.91508846,13.9,682,4290.041667,20437,73.5,1,0,0
1,all_other,0.1028,158.76,10.69194491,15.3,692,4410.0,88,23.8,1,3,0
1,credit_card,0.1218,666.0,10.92665765,23.72,727,5520.041667,38043,52.6,1,0,0
1,debt_consolidation,0.1039,486.76,10.88382293,11.37,717,2250.0,24,0.3,0,0,0
0,all_other,0.1979,37.06,10.645424900000002,22.17,667,5916.0,28854,59.8,6,0,1
1,debt_consolidation,0.1136,236.96,10.77895629,7.15,727,5400.041667,9379,35.7,1,0,1
1,debt_consolidation,0.0932,95.85,10.29775689,13.91,757,3540.0,0,0.0,1,0,0
1,debt_consolidation,0.1273,184.62,10.60757467,22.91,687,2642.0,13778,72.1,0,0,0
1,all_other,0.1178,529.75,11.62621844,7.77,712,3690.041667,4923,29.0,2,0,0
1,debt_consolidation,0.1379,306.68,11.00209984,20.5,682,6810.0,18454,83.9,1,0,0
1,home_improvement,0.1158,82.54,10.95080655,19.87,697,4590.0,17125,39.1,3,0,0
0,educational,0.1884,182.89,11.38509209,4.57,687,630.0416667000001,1897,29.2,1,0,0
1,all_other,0.1253,334.67,10.30895266,17.76,732,1950.0416670000002,312,3.6,1,0,0
0,all_other,0.1046,81.21,10.71441777,17.95,687,6660.041667,3092,14.9,6,0,2
0,debt_consolidation,0.1062,390.72,11.58988651,13.68,737,7470.041667,17042,46.7,5,1,0
1,debt_consolidation,0.1014,38.8,10.30895266,19.76,702,4529.041667,0,0.0,0,0,0
1,debt_consolidation,0.1287,504.5,11.00209984,10.86,702,3630.0,23369,58.0,2,0,0
0,debt_consolidation,0.1126,164.32,9.685977478,11.93,717,7020.0,4821,32.4,4,0,1
1,debt_consolidation,0.1099,818.38,11.22524339,17.34,737,5890.0,21914,40.0,1,0,0
1,all_other,0.0933,95.87,10.50780352,2.69,697,4680.0,1492,33.2,2,0,0
1,debt_consolidation,0.1347,67.85,10.14643373,14.64,667,6809.958333,11821,33.7,0,1,0
1,all_other,0.1221,299.84,10.46310334,23.17,697,4620.0,3723,39.4,0,0,1
1,credit_card,0.0894,444.81,10.858999,10.89,762,4807.0,8447,50.9,0,0,0
1,debt_consolidation,0.1217,376.24,10.42228135,23.96,712,3030.041667,12102,49.0,1,0,0
1,all_other,0.0894,317.72,10.81977828,7.56,757,4000.0,0,0.0,0,0,0
1,credit_card,0.1189,414.55,11.184421400000002,0.25,767,7409.958333,193,0.5,2,0,0
0,credit_card,0.1249,100.35,11.08214255,14.25,667,2940.0,8143,60.3,8,0,0
0,debt_consolidation,0.1886,274.39,11.31447453,27.26,652,3543.958333,22515,95.8,3,0,0
1,debt_consolidation,0.1284,268.95,11.15619338,17.3,687,2502.0,17461,61.1,2,0,0
1,debt_consolidation,0.1025,770.76,11.60823564,5.41,772,5460.0,4678,11.0,2,0,0
1,credit_card,0.1103,108.09,11.15625052,1.37,677,2339.958333,670,60.9,0,3,0
1,debt_consolidation,0.1071,603.13,10.44290063,13.33,717,4560.0,18179,34.4,0,0,0
1,debt_consolidation,0.1347,678.46,11.69524702,12.8,697,5639.958333,35214,81.0,2,0,0
1,all_other,0.1426,445.98,10.27505111,13.37,707,4830.0,69,7.7,0,0,0
0,debt_consolidation,0.133,406.07,10.49127422,12.77,662,2430.041667,8480,19.1,4,2,0
0,credit_card,0.0932,319.47,11.00209984,19.58,757,10950.0,164974,24.6,0,0,0
1,credit_card,0.1426,411.67,11.00209984,16.28,702,5550.0,26331,96.9,0,0,0
0,all_other,0.1821,174.05,10.59563423,13.27,667,2550.0,6395,59.2,9,0,0
1,all_other,0.1565,262.4,10.40426284,11.93,672,1470.0,1140,54.3,0,0,0
1,debt_consolidation,0.0737,24.84,10.46310334,7.65,777,4620.041667,19901,29.8,0,0,0
0,all_other,0.1418,51.4,10.37972173,16.36,642,7920.041667,0,0.0,0,1,0
1,debt_consolidation,0.1222,246.57,10.51688023,13.16,677,4529.958333,10832,56.1,3,0,1
1,small_business,0.1474,34.54,9.210340372000001,1.2,667,1860.0,437,9.7,0,1,0
